user_id,product,rating
18492,kelinci,3
18492,ayam,3
18492,ayam,3
18492,kuda,3
18492,kuda,3
18492,sapi,4
18492,kelinci,2
18492,kuda,4
78474,ayam,5
78474,sapi,3
78474,ayam,2
78474,ayam,3
78474,kuda,2
78474,sapi,4
78474,kelinci,2
78474,kelinci,5
78474,kuda,5
78474,kuda,2
87237,sapi,2
87237,kelinci,2
87237,kelinci,2
87237,kelinci,5
87237,ayam,3
87237,kelinci,2
87237,ayam,2
87237,sapi,5
87237,ayam,5
87237,sapi,4
82489,kelinci,2
82489,kelinci,4
82489,sapi,5
82489,kuda,5
82489,sapi,3
82489,kuda,2
82489,ayam,4
82489,ayam,5
82489,ayam,5
82489,kelinci,4
76338,ayam,3
76338,kuda,5
76338,ayam,2
76338,sapi,5
76338,sapi,2
76338,kelinci,4
76338,sapi,2
76338,kuda,4
76338,ayam,2
76338,kelinci,4
48553,ayam,2
48553,ayam,3
48553,kuda,2
48553,sapi,2
48553,sapi,3
48553,ayam,5
48553,kelinci,5
48553,sapi,2
48553,kelinci,3
48553,sapi,2
8963,kelinci,4
8963,kuda,4
8963,kelinci,2
8963,kuda,5
8963,kuda,5
8963,kelinci,2
8963,kuda,2
8963,ayam,4
8963,kuda,5
8963,sapi,2
25821,kelinci,4
25821,ayam,5
25821,kelinci,3
25821,sapi,4
25821,sapi,5
25821,sapi,5
25821,kuda,4
25821,kuda,3
25821,kelinci,4
25821,kelinci,5
17423,ayam,2
17423,ayam,2
17423,kelinci,4
17423,kuda,5
17423,sapi,2
17423,kelinci,5
17423,ayam,4
17423,kuda,2
17423,kelinci,5
17423,kelinci,2
34604,kuda,4
34604,kelinci,5
34604,kuda,2
34604,sapi,4
34604,kuda,2
34604,kuda,2
34604,kuda,3
34604,kelinci,3
34604,kelinci,4
34604,kuda,3
92534,kelinci,4
92534,ayam,3
92534,ayam,2
92534,kelinci,4
92534,kelinci,4
92534,kuda,2
92534,sapi,4
92534,kelinci,4
92534,ayam,3
92534,kuda,4
86691,kelinci,5
86691,ayam,2
86691,ayam,3
86691,sapi,3
86691,kuda,5
86691,kuda,2
86691,sapi,2
86691,sapi,3
86691,kuda,4
86691,kuda,3
37555,kelinci,2
37555,kelinci,5
37555,sapi,3
37555,kelinci,2
37555,ayam,3
37555,kelinci,4
37555,kelinci,3
37555,ayam,3
37555,sapi,2
37555,ayam,2
9000,kelinci,2
9000,sapi,3
9000,kelinci,4
9000,ayam,5
9000,ayam,5
9000,kelinci,2
9000,kuda,2
9000,kuda,3
9000,ayam,5
9000,ayam,2
66093,kuda,4
66093,kuda,4
66093,kelinci,2
66093,kelinci,2
66093,kuda,5
66093,kelinci,5
66093,kelinci,3
66093,sapi,5
66093,kelinci,4
66093,ayam,4
1811,kelinci,2
1811,kelinci,5
1811,kuda,3
1811,ayam,4
1811,kelinci,4
1811,kelinci,3
1811,sapi,3
1811,kelinci,4
1811,kelinci,4
1811,sapi,3
30056,kuda,4
30056,kelinci,2
30056,sapi,2
30056,ayam,3
30056,kuda,5
30056,ayam,3
30056,ayam,3
30056,sapi,5
30056,kelinci,5
30056,sapi,5
70246,sapi,2
70246,sapi,4
70246,sapi,2
70246,kuda,4
70246,kelinci,2
70246,ayam,4
70246,ayam,2
70246,kelinci,5
70246,ayam,3
70246,kelinci,2
62441,ayam,4
62441,sapi,5
62441,ayam,2
62441,kelinci,2
62441,kelinci,5
62441,kelinci,2
62441,kelinci,3
62441,kelinci,2
62441,kuda,3
62441,kuda,3
64232,ayam,5
64232,kelinci,2
64232,ayam,5
64232,kelinci,2
64232,kelinci,2
64232,kuda,4
64232,kuda,2
64232,sapi,5
64232,kuda,3
64232,sapi,2
54726,sapi,4
54726,sapi,5
54726,sapi,2
54726,sapi,5
54726,ayam,4
54726,kuda,4
54726,sapi,5
54726,kelinci,2
54726,kuda,3
54726,kuda,4
9591,sapi,2
9591,ayam,2
9591,sapi,3
9591,ayam,4
9591,kelinci,4
9591,kuda,2
9591,kelinci,2
9591,ayam,3
9591,ayam,3
9591,kelinci,4
62019,ayam,5
62019,kelinci,4
62019,kuda,2
62019,kelinci,4
62019,kuda,5
62019,kelinci,3
62019,ayam,5
62019,kelinci,5
62019,ayam,5
62019,kelinci,3
47725,kelinci,5
47725,sapi,5
47725,ayam,5
47725,sapi,2
47725,ayam,5
47725,sapi,3
47725,kuda,5
47725,kelinci,5
47725,ayam,3
47725,ayam,5
28517,kelinci,3
28517,ayam,5
28517,ayam,3
28517,sapi,5
28517,ayam,5
28517,kuda,2
28517,kuda,2
28517,kelinci,5
28517,ayam,5
28517,kelinci,4
